Gene	Rank	WT2_D14_2
BRWD1	3386	18.5274551
ARRDC1-AS1	3387	18.52229689
RBP1	3388	18.52038054
FAM120A	3389	18.51676882
FAM216A	3390	18.51652691
EFL1	3391	18.5154012
PDCD2	3392	18.50829808
TRNP1	3393	18.50009505
NABP2	3394	18.48525214
PRSS35	3395	18.4832005
SNX21	3396	18.47963352
MXD4	3397	18.47858223
SPTLC1	3398	18.47686016
RFC1	3399	18.4754757
COPG2	3400	18.4724205
IRF2BP2	3401	18.47210507
FKBP9	3402	18.47166971
RAB11B	3403	18.47044082
STUB1	3404	18.46923769
MICU2	3405	18.44592796
TTC14	3406	18.44575184
NFU1	3407	18.4453716
SIKE1	3408	18.43886062
ASCC3	3409	18.43831043
MTR	3410	18.43238696
NCKAP1	3411	18.41325679
MTURN	3412	18.41051747
SYDE2	3413	18.40886974
DPH5	3414	18.40318665
IFNGR1	3415	18.40236581
METTL23	3416	18.39863891
NDUFB8	3417	18.39511508
GCN1	3418	18.39357607
MUL1	3419	18.3933575
SORT1	3420	18.39146487
GLG1	3421	18.388569
MLST8	3422	18.38810207
ZC4H2	3423	18.38727244
GLYR1	3424	18.38507602
COX6A1P2	3425	18.38081195
BCL2L1	3426	18.37604149
ELL2	3427	18.37489721
TSEN15	3428	18.37017645
JAM3	3429	18.36986792
PPP1R12C	3430	18.36847405
ITM2B	3431	18.36764672
ATF7IP	3432	18.36371366
AKT2	3433	18.35560098
APOA1	3434	18.35003147
RANGAP1	3435	18.34628424
UCHL1	3436	18.33591652
PPIL4	3437	18.32937486
KXD1	3438	18.31566022
DDB2	3439	18.31286934
ORC3	3440	18.31174565
CCS	3441	18.31152327
CDIP1	3442	18.30923792
NUP205	3443	18.30027502
C11orf74	3444	18.29291075
PDE4DIP	3445	18.27200091
TMEM38A	3446	18.26740831
NUP58	3447	18.26731923
FUNDC1	3448	18.26257456
DES	3449	18.25277204
NMD3	3450	18.25113116
SZRD1	3451	18.24979347
FPGS	3452	18.24256033
RNF149	3453	18.2381231
ASB13	3454	18.23189545
SLC25A20	3455	18.22872524
KIF22	3456	18.2244942
DDX23	3457	18.22261775
LRRC16A	3458	18.21183318
CA14	3459	18.21001217
CCDC71	3460	18.20249985
NDST1	3461	18.1950229
PPP1R13B	3462	18.18826587
PSPC1	3463	18.18484376
PPHLN1	3464	18.18031227
TRIM54	3465	18.16817716
GPRC5C	3466	18.1627603
IFT52	3467	18.15986335
ATG3	3468	18.15513343
MGAT5	3469	18.15358965
FNDC4	3470	18.14777273
AGBL5	3471	18.13801758
DNAJC18	3472	18.1363774
TMEM161A	3473	18.13213837
SRM	3474	18.12507631
C11orf49	3475	18.11244895
PGP	3476	18.11143705
RSRP1	3477	18.10077375
NME1	3478	18.09216824
GID8	3479	18.08743007
C5orf24	3480	18.08548458
UBE2G2	3481	18.08240566
PCYOX1	3482	18.07599688
RAD51AP1	3483	18.07301183
UQCC2	3484	18.07016905
DSG2	3485	18.06176577
POLE3	3486	18.04910573
C20orf166-AS1	3487	18.04846062
LMAN2L	3488	18.01761009
ABCD3	3489	18.01142864
SCARNA9	3490	18.0110733
PACSIN2	3491	18.0031945
HGS	3492	18.00037012
RP11-2B6.3	3493	18.00037012
WDR83OS	3494	17.99742444
RAVER2	3495	17.99073037
FLAD1	3496	17.98166115
INTS10	3497	17.96217446
KLHL7	3498	17.95538328
LMNA	3499	17.95321862
PRPF19	3500	17.94888895
OAT	3501	17.94366019
SCUBE3	3502	17.94072315
SLIT2	3503	17.93819843
HYAL2	3504	17.93754196
CBX4	3505	17.93739708
IKBKAP	3506	17.93613956
TXNDC17	3507	17.92569856
ZZZ3	3508	17.92203106
NCKIPSD	3509	17.92008072
COPS2	3510	17.91780459
ATP6V0D1	3511	17.90511118
POLB	3512	17.90020858
MARK4	3513	17.89983031
FBXO38	3514	17.89860055
TSPYL1	3515	17.8939857
ADAMTS12	3516	17.8905123
TRMU	3517	17.88488022
ITGA7	3518	17.88282622
PMP22	3519	17.87776889
HOXB2	3520	17.8745166
XAB2	3521	17.86457375
UBR4	3522	17.86449825
ELP6	3523	17.86059795
NDFIP2	3524	17.85915223
RDH14	3525	17.84586617
PLCXD3	3526	17.8456664
TCERG1	3527	17.84064098
ZNF204P	3528	17.83019929
HIST1H4J	3529	17.82932384
RNU6-191P	3530	17.82932384
CBX6	3531	17.82675203
SMAD7	3532	17.82414391
CREBZF	3533	17.81525565
TUBGCP2	3534	17.80667464
WRB	3535	17.80174288
LMNB1	3536	17.8005527
SCRN3	3537	17.7999243
FAM173A	3538	17.78514541
HM13	3539	17.78127789
MED24	3540	17.76057323
IBTK	3541	17.76002095
UBE2R2	3542	17.7579447
MOCS2	3543	17.75737561
LMOD1	3544	17.75186136
MSRB3	3545	17.74941264
CLPX	3546	17.74321824
CHID1	3547	17.73952173
ZNF706	3548	17.73397986
AC018738.2	3549	17.73397986
KIF2A	3550	17.72171909
LARP7	3551	17.72168168
SPC24	3552	17.71933578
ZNF655	3553	17.71733215
COL13A1	3554	17.71552893
UBR3	3555	17.7137748
MAT2B	3556	17.71015302
MAN1A1	3557	17.6701503
ANKRD13A	3558	17.66689538
FBXO21	3559	17.66471652
SDHAF1	3560	17.65452655
ERMP1	3561	17.6523818
SGSM2	3562	17.64403576
GNA13	3563	17.63659774
SNORA71B	3564	17.6358213
NSDHL	3565	17.63004846
FAHD2B	3566	17.61991903
ARMC1	3567	17.60909268
RNF185	3568	17.60566851
TRAPPC11	3569	17.6033823
PSMG3	3570	17.60251631
ILDR2	3571	17.59166419
GTF3C3	3572	17.5875341
MSH6	3573	17.58400717
ACAD8	3574	17.58230767
HUWE1	3575	17.58211397
SESN3	3576	17.58208282
PHTF2	3577	17.58198346
LRPAP1	3578	17.57057915
RPL7AP6	3579	17.55664006
ABI1	3580	17.55007929
CMYA5	3581	17.5481282
RCC1L	3582	17.53907516
RAP2A	3583	17.53806828
SH3BP4	3584	17.53580002
CRNKL1	3585	17.51408666
TEX10	3586	17.51216472
ARL3	3587	17.50987928
TAF12	3588	17.5091576
MAPK1	3589	17.50048971
IGFBP4	3590	17.49978796
IREB2	3591	17.49413203
ABRACL	3592	17.49176992
MPZL1	3593	17.491671
YTHDF3	3594	17.49146915
ADPRHL2	3595	17.48856378
ACP2	3596	17.48712602
MRPS30	3597	17.48508726
REEP6	3598	17.48253499
WSB2	3599	17.47414133
TPRKB	3600	17.47089335
DUSP23	3601	17.4652832
HPS6	3602	17.45939785
SNRPA1	3603	17.45611458
CCNH	3604	17.45396965
ACAT1	3605	17.45153423
GLMP	3606	17.44809667
CDK5RAP3	3607	17.44749713
ZWINT	3608	17.43412996
CLK2	3609	17.4292723
ARPC5	3610	17.42261991
AEN	3611	17.42065866
KLHDC2	3612	17.41549706
GALNT2	3613	17.40212618
LDOC1L	3614	17.40144756
AAGAB	3615	17.39333289
CDK9	3616	17.39111022
PDS5A	3617	17.38830503
PSD3	3618	17.38314536
TOX4	3619	17.38182853
LRRC59	3620	17.38098121
MORF4L1P1	3621	17.36681672
ZCCHC3	3622	17.36639513
CAB39L	3623	17.36530971
ANKRD17	3624	17.36515049
MAN1C1	3625	17.3548396
PRMT6	3626	17.34403575
SLC39A6	3627	17.33743743
CCNC	3628	17.3323392
MCC	3629	17.32839339
TUSC2	3630	17.32759228
IFT22	3631	17.31999829
CSNK1G2	3632	17.31882927
TMEM181	3633	17.31810764
PNN	3634	17.30012103
PRELID1	3635	17.29476787
FAHD1	3636	17.28420501
OSBPL8	3637	17.28079065
NOD1	3638	17.27921597
C2orf68	3639	17.26862408
TRIT1	3640	17.26198813
RNF4	3641	17.2616565
MEX3D	3642	17.26074164
PDK2	3643	17.25989106
RIDA	3644	17.25410238
CHMP1B	3645	17.25185725
TPM3	3646	17.24189336
ZMYND19	3647	17.24172914
WNT11	3648	17.23767853
PYM1	3649	17.22232436
PRRC1	3650	17.21239222
SNORA80E	3651	17.21239222
SLC11A2	3652	17.20217108
RBM15B	3653	17.20115923
MTF2	3654	17.20005359
ATM	3655	17.19742035
EML4	3656	17.18823056
EFCAB14	3657	17.16998016
PDCD6	3658	17.16941496
LINC01578	3659	17.16338199
CMPK1	3660	17.1615892
MFAP3	3661	17.15372694
AGO1	3662	17.15112362
CNOT8	3663	17.14989909
DNPEP	3664	17.14934316
PPP1R7	3665	17.14731701
PARVB	3666	17.14676199
C11orf1	3667	17.14625431
MCM2	3668	17.13741084
SCAMP2	3669	17.12701329
TTTY15	3670	17.12604243
ATG13	3671	17.11775044
MOGS	3672	17.10522409
PPIL3	3673	17.10459018
MTDH	3674	17.10257539
HMGCL	3675	17.08780246
WASF3	3676	17.08080412
NUP54	3677	17.0766478
C14orf1	3678	17.07266707
ASPH	3679	17.07154057
ZNF639	3680	17.07075254
ZNF737	3681	17.06457259
SOCS7	3682	17.06059258
TPI1P1	3683	17.05918891
JAG1	3684	17.05276628
ZNF532	3685	17.05213143
MCMBP	3686	17.05101828
RSRC2	3687	17.05083672
SDF2	3688	17.04295111
UNC5B-AS1	3689	17.04124627
DNAJC13	3690	17.03468
IFI6	3691	17.03395434
DCTN4	3692	17.02514092
MRPS2	3693	17.01953628
SLC35D2	3694	17.01411453
PREPL	3695	17.00699374
PPP1R10	3696	17.00339526
SNORA13	3697	16.99506403
KIAA1715	3698	16.99434629
EIF2B4	3699	16.98487209
PARP4	3700	16.97930774
MVD	3701	16.97503636
GTF2F2	3702	16.97295474
MFSD14B	3703	16.97164769
PTEN	3704	16.96651821
STYXL1	3705	16.96506294
MIR4482	3706	16.96293726
EXT2	3707	16.96105123
MRPL1	3708	16.95348716
NDRG3	3709	16.94174021
FUOM	3710	16.94127323
HMG20A	3711	16.92863504
ALDH1B1	3712	16.92661117
SRPK2	3713	16.92296091
HPF1	3714	16.92129339
TP53I3	3715	16.92129339
MCM6	3716	16.91618542
SNORD3B-2	3717	16.9146251
NAMPT	3718	16.91381395
PPP2R5C	3719	16.91089552
CLASP1	3720	16.90991017
PKP4	3721	16.90514606
NPRL2	3722	16.90320861
COPS7B	3723	16.90203634
TTC19	3724	16.89337837
BUB1	3725	16.88138468
DMPK	3726	16.87791328
FURIN	3727	16.87556724
GGNBP2	3728	16.8701291
CUL4B	3729	16.86940114
PRKCH	3730	16.86341811
NUDT22	3731	16.86341811
PUM3	3732	16.86304441
VPS11	3733	16.86261052
KLHL14	3734	16.85992002
SDF2L1	3735	16.85962471
NCBP1	3736	16.85846136
MYO1C	3737	16.85747915
ATE1	3738	16.85738349
SERPINB6	3739	16.85735456
PIGU	3740	16.85534563
ZNF704	3741	16.85461385
STAU2	3742	16.85344462
MAN1B1	3743	16.850459
IFT20	3744	16.84656521
MIB2	3745	16.82505287
DESI1	3746	16.81927509
ZNF32	3747	16.81402081
MXI1	3748	16.81267902
SPECC1	3749	16.80085684
ZNHIT3	3750	16.79577138
CLCN3	3751	16.78943584
SIRT2	3752	16.78630943
HNRNPA0	3753	16.77969865
AL162151.3	3754	16.77385993
NADK2	3755	16.76018499
DALRD3	3756	16.74705864
PPP1R3B	3757	16.74329763
CHMP2B	3758	16.74193689
PAWR	3759	16.73900409
ZC3H7B	3760	16.73670712
RP1-39G22.7	3761	16.72060958
ACOT13	3762	16.71933912
AGPAT1	3763	16.71487549
AGGF1	3764	16.71451829
TBC1D1	3765	16.70909049
PHYH	3766	16.70751499
TMA7	3767	16.69130323
OGFR	3768	16.68233936
IMPA1	3769	16.67986218
ZNF431	3770	16.67661291
HERPUD1	3771	16.65341478
HMOX2	3772	16.65263963
H3F3AP6	3773	16.65263963
P4HTM	3774	16.64735503
OXR1	3775	16.64076687
CAND2	3776	16.63798303
DRG2	3777	16.63732685
DIXDC1	3778	16.63497266
SNORD12C	3779	16.62560612
TWF1	3780	16.61694424
GOLM1	3781	16.60309094
CHPF2	3782	16.60050781
EPOR	3783	16.59884202
AC004967.7	3784	16.58790633
ERBB4	3785	16.58212833
CCNB2	3786	16.58190166
ABHD18	3787	16.57997586
CIZ1	3788	16.57319304
AHSA2	3789	16.57251037
STRN3	3790	16.57012989
RP4-758J18.10	3791	16.56727066
PRELID3B	3792	16.56638004
ADNP	3793	16.5658345
UBE2A	3794	16.56536842
TMEM116	3795	16.55992033
TP53INP1	3796	16.5566529
CACNG6	3797	16.55588196
FAAP20	3798	16.55254362
LRRC39	3799	16.55171454
NOA1	3800	16.542348
NET1	3801	16.53758194
IFNGR2	3802	16.53167614
COG5	3803	16.53135072
PHIP	3804	16.53072422
ARID2	3805	16.53003772
CDC42SE1	3806	16.52073103
KLHL23	3807	16.51915646
MED27	3808	16.51719584
LRRC37A15P	3809	16.50846093
RHOB	3810	16.49611665
EXOSC5	3811	16.49094389
SLC25A38	3812	16.47613341
IDE	3813	16.47354824
EGFEM1P	3814	16.4632329
GPKOW	3815	16.45336318
ALDH6A1	3816	16.44279616
LEMD3	3817	16.42380791
KCNG1	3818	16.41321244
DFFA	3819	16.41261296
UTP11	3820	16.41200773
CRHBP	3821	16.40297793
SMARCA4	3822	16.40000793
ASXL1	3823	16.39049654
SRP68	3824	16.38990133
BAG1	3825	16.38856237
SCAF8	3826	16.38529025
ARL8A	3827	16.38357602
UCK1	3828	16.37988673
ROBO1	3829	16.3756643
ILVBL	3830	16.37495489
RAB5A	3831	16.37058571
EXOC6B	3832	16.36141466
RABEP1	3833	16.3596193
DNAJB6	3834	16.3569928
PCMTD2	3835	16.35538452
NUDC	3836	16.34740165
BIRC5	3837	16.34677482
NEDD1	3838	16.33077174
TFDP2	3839	16.33075876
TARS2	3840	16.3293741
SMARCD2	3841	16.32793369
GPN1	3842	16.32659739
NCAPD2	3843	16.32540751
YIPF2	3844	16.31760812
ESYT2	3845	16.3153176
TSTA3	3846	16.31435436
BBS4	3847	16.30326748
IMPAD1	3848	16.30114348
KLHL9	3849	16.2988601
CNOT9	3850	16.2960896
CPEB4	3851	16.29235344
FGFR1	3852	16.28885676
GEMIN6	3853	16.28315178
ZC3H7A	3854	16.28053069
PPP4R3A	3855	16.27930511
NXT1	3856	16.27064968
ZNF12	3857	16.26557206
PDK3	3858	16.26264807
CNPPD1	3859	16.26223893
BST2	3860	16.25614821
SMARCE1	3861	16.25102816
WDR43	3862	16.24387942
WDR26	3863	16.2364597
CLCNKB	3864	16.23289192
SLC35F5	3865	16.22671644
CASC10	3866	16.22619479
GNAQ	3867	16.2193196
TAX1BP1	3868	16.21346167
THAP7	3869	16.21197389
C1orf27	3870	16.20889196
VPS16	3871	16.20844124
ERCC3	3872	16.20571548
SMAD9	3873	16.201336
HIF1A-AS2	3874	16.19480425
STARD3	3875	16.19257991
HMGCLL1	3876	16.18682561
DMKN	3877	16.18091505
EFNA1	3878	16.17621185
CXCL12	3879	16.17406303
RNU2-63P	3880	16.17191946
KCNIP2	3881	16.1671222
AGTRAP	3882	16.16293635
RPE	3883	16.16122179
GAPVD1	3884	16.1605086
NAA50	3885	16.15113764
ZNF768	3886	16.14741143
ANKRA2	3887	16.14534681
SF3A3	3888	16.14054103
PAXBP1	3889	16.139981
RHOT1	3890	16.13511593
GDAP1	3891	16.13341819
PNMA1	3892	16.12429069
ASNS	3893	16.12146595
ARMT1	3894	16.11838424
ZNF714	3895	16.11437947
SUDS3	3896	16.08838317
ZNF211	3897	16.08654152
SORCS1	3898	16.08186788
TP53BP1	3899	16.07750922
IRF3	3900	16.0672801
MUM1L1	3901	16.0611944
MYO1B	3902	16.06010204
POLR3C	3903	16.05580835
ADIPOR2	3904	16.05269203
ASH1L	3905	16.04365816
MAP4K3	3906	16.03975467
FDXR	3907	16.03251866
IRF2BP1	3908	16.02147108
ROR1	3909	16.02090334
GRAMD1A	3910	16.01006226
GART	3911	16.00704262
BBX	3912	16.00631869
ITGA6	3913	15.99085832
RNF145	3914	15.980494
DCAF12	3915	15.97865472
SMIM19	3916	15.97683295
MPHOSPH9	3917	15.97534481
C14orf119	3918	15.97173227
PDCD7	3919	15.97055179
EIF2B1	3920	15.96633033
UQCRFS1P1	3921	15.95841656
VPS29	3922	15.95478014
CCNDBP1	3923	15.95367552
RRAGB	3924	15.95144065
GGCT	3925	15.94567937
MRPL9	3926	15.94352997
SMCHD1	3927	15.93871058
RBBP9	3928	15.93574695
PRTG	3929	15.93558488
ZBTB22	3930	15.92804246
INTS8	3931	15.91739342
GALT	3932	15.9123626
SLC1A5	3933	15.91135155
DUSP27	3934	15.90897396
KAT2A	3935	15.90378265
PEX11B	3936	15.90109973
DYNC1LI2	3937	15.89351902
KLHDC9	3938	15.89288233
IFIT1	3939	15.88669029
GMFB	3940	15.88414875
PSMB2	3941	15.87293876
PI4KA	3942	15.86749447
TMED1	3943	15.86314243
CXADR	3944	15.85668637
BRMS1	3945	15.85361501
TSPAN4	3946	15.85287336
ZNF292	3947	15.85281603
RGL1	3948	15.83474947
RBMX2	3949	15.82891698
MRPL52	3950	15.82574102
MTIF2	3951	15.8212011
EIF2B5	3952	15.80810578
SLIT3	3953	15.80308186
GSKIP	3954	15.80114151
RBM15	3955	15.80001012
HINT3	3956	15.79926644
MSANTD4	3957	15.79889477
GPD1L	3958	15.79412728
TMTC4	3959	15.78825907
ZFYVE16	3960	15.78767726
XPOT	3961	15.78403851
HACD2	3962	15.77885197
RAB13	3963	15.76353766
ZNF775	3964	15.75904098
CAMSAP2	3965	15.75524612
BLOC1S4	3966	15.75317332
SERPING1	3967	15.75069124
TANC2	3968	15.74930252
KBTBD2	3969	15.74780558
CADM4	3970	15.7472348
CCDC12	3971	15.74675937
TCEA2	3972	15.74620018
SKIV2L	3973	15.74315026
ERAL1	3974	15.73832834
GATM	3975	15.73424029
RPL12P4	3976	15.73175633
EFTUD2	3977	15.72512545
DYSF	3978	15.72060638
MBD1	3979	15.71953749
MAGOH	3980	15.71499813
SUPT7L	3981	15.71210041
ZDHHC16	3982	15.70934465
RP11-304C12.5	3983	15.70818816
BTG3	3984	15.70612816
RPS2P46	3985	15.703218
RPS7P1	3986	15.6994308
IL11RA	3987	15.69696866
PDE6D	3988	15.69659371
SLC35E1	3989	15.68022852
LYRM1	3990	15.67557149
RNF25	3991	15.67557149
EXOC1	3992	15.67509625
SLC25A37	3993	15.6728804
WFDC1	3994	15.64933717
COMMD1	3995	15.64375906
RNU6-1	3996	15.64270865
TSPAN5	3997	15.6378478
CEBPZ	3998	15.63673528
AP3B1	3999	15.62927877
FARS2	4000	15.62133075
AKR1C1	4001	15.61110598
UAP1	4002	15.60910415
TULP4	4003	15.60798566
NOB1	4004	15.60590228
SYTL1	4005	15.60590228
MRAS	4006	15.59818214
SEC24C	4007	15.59461546
ZFYVE27	4008	15.59293273
RN7SL396P	4009	15.59263195
SEMA4C	4010	15.58295805
ASUN	4011	15.58107708
ELP3	4012	15.58029084
CCNJ	4013	15.57688989
FAM8A1	4014	15.57416939
GNA12	4015	15.57203403
AP1S2	4016	15.57097672
INHA	4017	15.57010893
RAP1A	4018	15.5697403
UTRN	4019	15.56834767
RPL15P3	4020	15.56777711
ZCCHC11	4021	15.56710378
TATDN3	4022	15.56573265
IWS1	4023	15.55083702
snoU2-30	4024	15.54935915
ELOVL6	4025	15.54915146
PCCA	4026	15.54600026
SLC4A1AP	4027	15.5331802
SGCE	4028	15.51482549
NFATC4	4029	15.51072965
YY1	4030	15.50684713
TNPO2	4031	15.50395844
ACKR3	4032	15.50385161
LRRFIP1	4033	15.5034043
TTC17	4034	15.49789163
GALNT11	4035	15.47974955
ZNF460	4036	15.47136864
KIAA2026	4037	15.46639206
RAE1	4038	15.46486827
ANKRD46	4039	15.46421893
EIF2S1	4040	15.46342089
DGCR2	4041	15.46197945
NUP88	4042	15.45531206
KIAA0319L	4043	15.44834151
RPS3AP26	4044	15.446455
UPF3A	4045	15.42863709
MAPKAP1	4046	15.42451671
KANSL3	4047	15.42164368
TMEM88	4048	15.41820242
UGCG	4049	15.41441882
UBL3	4050	15.41345681
COX11	4051	15.41123406
RER1	4052	15.41021698
RAB14	4053	15.40056146
SDC3	4054	15.39256192
ALKBH2	4055	15.39114216
SRRM2	4056	15.38834926
EXOC2	4057	15.38293831
MTOR	4058	15.38085607
RP11-329B9.4	4059	15.371143
SACS	4060	15.36712372
XPO5	4061	15.36671005
KDELR3	4062	15.36540036
TTI1	4063	15.35503134
TSPAN17	4064	15.35409512
ACOT8	4065	15.3539927
SPIN3	4066	15.34814714
PWP1	4067	15.34734466
TOR1A	4068	15.34613482
AREL1	4069	15.34540468
COASY	4070	15.34327595
FAM134C	4071	15.33837735
MXRA8	4072	15.33579041
PPP2R5D	4073	15.33274745
ADSSL1	4074	15.33061568
GYG2	4075	15.32788302
RPL6P27	4076	15.31757152
B4GALT5	4077	15.29381735
DPM2	4078	15.28607065
TMEM63B	4079	15.28484114
PYGO2	4080	15.28302154
SIGIRR	4081	15.28030329
FKBP5	4082	15.27943485
KLHL2	4083	15.27502792
PRC1	4084	15.27237426
CLGN	4085	15.27057574
CDK6	4086	15.27039295
ADPRHL1	4087	15.27032964
SOCS6	4088	15.26664353
ATP11B	4089	15.26215772
QSER1	4090	15.25800767
GADD45B	4091	15.25427824
ZNF254	4092	15.25352146
CUTC	4093	15.25343252
ARFGEF2	4094	15.25086048
TRA2A	4095	15.24381274
MYH7	4096	15.24265923
MADD	4097	15.24261984
CBWD2	4098	15.23870458
PODXL	4099	15.22570655
ADRA2B	4100	15.22385868
COL4A6	4101	15.22367103
ADI1	4102	15.21839184
SUN1	4103	15.21835967
SGPL1	4104	15.21634053
CCDC53	4105	15.21279294
GTF2H1	4106	15.21022373
UBXN2A	4107	15.20653864
STRIP1	4108	15.20646321
PIP4K2C	4109	15.20619654
AATF	4110	15.20208463
RAB2B	4111	15.19838514
AXL	4112	15.19418878
UBE4B	4113	15.1905653
TMEM179B	4114	15.18538395
CSTF1	4115	15.17240499
PDRG1	4116	15.17131744
RCN2	4117	15.1677236
TMEM50B	4118	15.16681869
GADD45A	4119	15.16659404
SPG11	4120	15.16445091
TAB1	4121	15.15410914
RAB18	4122	15.15169652
KANSL1-AS1	4123	15.15136144
PRKACA	4124	15.1497088
FBXL17	4125	15.14736405
CCDC59	4126	15.1454797
ARMC8	4127	15.1427134
ERO1A	4128	15.14237529
GTPBP1	4129	15.13813249
SMCO4	4130	15.13503454
FAM168A	4131	15.13022911
CXXC1	4132	15.12387918
SLC31A1	4133	15.12288421
LARP4	4134	15.11775
CDC5L	4135	15.11692384
DUSP14	4136	15.11620617
C1orf105	4137	15.11536588
RP11-371M22.1	4138	15.11134904
TSKU	4139	15.10865539
BCLAF1	4140	15.10314003
RIMS3	4141	15.10222486
CRAT	4142	15.09923255
C1QTNF4	4143	15.08241909
CAMSAP1	4144	15.0774059
PPP6C	4145	15.07660732
MRPS10	4146	15.07346125
STAM	4147	15.07185515
MRPS22	4148	15.0687013
OR7E38P	4149	15.06667395
SPEG	4150	15.05835205
BPNT1	4151	15.05370197
SLC50A1	4152	15.05342602
RBBP6	4153	15.04826944
MRS2	4154	15.04349199
PPP2R2A	4155	15.03931372
ABT1	4156	15.03114315
ZNF121	4157	15.02973959
SPAG9	4158	15.0254891
YDJC	4159	15.02431586
KIAA0232	4160	15.02328321
WDR70	4161	15.02017818
CLSTN1	4162	15.01865596
AASS	4163	15.01731015
FRG1CP	4164	15.01554742
UBE2J1	4165	15.01093181
ARFGAP1	4166	14.99684217
NIPA2	4167	14.99673267
TYK2	4168	14.99603565
RLF	4169	14.9948504
ZNF493	4170	14.99361929
SGCA	4171	14.98630061
NCAM1	4172	14.98102529
COQ10A	4173	14.98062406
FAM127C	4174	14.97973953
MUS81	4175	14.97960564
WNK1	4176	14.97460762
CDK2AP1	4177	14.96620396
ATHL1	4178	14.96141074
C11orf96	4179	14.95964559
WTAP	4180	14.95273671
CCDC6	4181	14.94489737
FTSJ3	4182	14.94395527
ASCC1	4183	14.93937626
ADAM10	4184	14.93251254
ZCCHC9	4185	14.92825992
TMEM222	4186	14.9281361
WIPI2	4187	14.9261867
TTLL1	4188	14.92367704
SNX7	4189	14.91796552
NMRAL1	4190	14.91411156
UBE3C	4191	14.91294952
SNHG3	4192	14.91009772
DUSP16	4193	14.90455178
NR2C2	4194	14.90116484
GINM1	4195	14.898444
DCAF16	4196	14.89809094
ELK4	4197	14.89723582
NARS2	4198	14.89446465
PPT1	4199	14.88928002
WDR13	4200	14.87376316
FECH	4201	14.86812953
RNF19A	4202	14.86081069
CHIC2	4203	14.86041831
ARAF	4204	14.85791038
TCF3	4205	14.85453027
PDGFRA	4206	14.84836874
TGIF2	4207	14.8448711
PREP	4208	14.84143803
AP3D1	4209	14.83607089
POMK	4210	14.82946524
SCT	4211	14.81914063
CCDC90B	4212	14.81546699
ENAH	4213	14.81399288
OCIAD2	4214	14.81265621
PSEN1	4215	14.80798444
KLHL36	4216	14.80771978
CUL5	4217	14.79757898
PIP5K1A	4218	14.79024021
CFDP1	4219	14.7899576
DDRGK1	4220	14.78191444
IP6K2	4221	14.76414556
ATMIN	4222	14.7634611
CD99L2	4223	14.75636284
C20orf27	4224	14.7509493
RFC4	4225	14.74820524
PAN2	4226	14.74415321
UFD1L	4227	14.73310564
DNAL4	4228	14.72842625
DCP1B	4229	14.72323524
LMBRD1	4230	14.72171014
ATF6	4231	14.71787431
EFHD2	4232	14.71162106
MIR100HG	4233	14.70853318
PLXNB2	4234	14.70261904
NLK	4235	14.70244753
OTUD5	4236	14.69733948
NAGK	4237	14.68244101
CCDC134	4238	14.68174879
RABGAP1	4239	14.68115807
NAA35	4240	14.67775041
PTDSS2	4241	14.67639713
COA6	4242	14.67568935
UBE2Q1	4243	14.67317086
ZNF225	4244	14.66045268
CMTM6	4245	14.65959983
PDCD10	4246	14.65637586
AP2A2	4247	14.6516656
RNF14	4248	14.64941662
BAK1	4249	14.64159199
STX8	4250	14.64003991
BOLA1	4251	14.63499528
CTD-2245F17.3	4252	14.63053339
STAT2	4253	14.6294465
BCL2L13	4254	14.62805406
TDG	4255	14.62254293
P3H1	4256	14.61509491
MMAB	4257	14.61120102
HMBOX1	4258	14.60272721
PEX2	4259	14.59735757
GFPT2	4260	14.59533129
HIPK1	4261	14.59464492
AURKA	4262	14.59270046
UCKL1	4263	14.59213304
REXO4	4264	14.58901992
CTD-2651B20.7	4265	14.58348987
THOC6	4266	14.58127233
IFT57	4267	14.57553138
ARID3A	4268	14.57341302
DNAJC5	4269	14.57235478
PRMT5	4270	14.56398775
ST20-AS1	4271	14.56072171
PLPPR3	4272	14.54856961
PFDN4	4273	14.54358802
RSPRY1	4274	14.53981922
TRNAU1AP	4275	14.53937742
SMAD5	4276	14.53896408
NUMA1	4277	14.52869673
WASH7P	4278	14.52791983
RANBP3	4279	14.52474758
PIK3C2A	4280	14.52122773
ZNF71	4281	14.51912426
KANK1	4282	14.51255071
PPP2CB	4283	14.50729183
COX15	4284	14.50071282
TXNL4A	4285	14.49260659
PPP6R1	4286	14.49241773
TUBG2	4287	14.49119497
SETD5	4288	14.48653742
NSFL1C	4289	14.48629752
REEP3	4290	14.4843863
LRRC40	4291	14.4826472
CDK17	4292	14.48183596
CHD9	4293	14.47913157
TIMM10B	4294	14.47410306
SETDB1	4295	14.47185081
IGF2BP3	4296	14.46428468
GPC2	4297	14.46423338
ERF	4298	14.46236634
KAZALD1	4299	14.4615252
APPBP2	4300	14.46130535
CGRRF1	4301	14.45840946
POP7	4302	14.4572445
BPTF	4303	14.45546718
PMF1	4304	14.45211225
LARP4B	4305	14.44643515
ESCO1	4306	14.4449754
RN7SL664P	4307	14.43802637
NAA40	4308	14.43686808
CTSV	4309	14.43296399
HDHD3	4310	14.43100502
PEX6	4311	14.42903418
C16orf72	4312	14.42804884
MFSD9	4313	14.42626765
TMPO	4314	14.42569124
MYOM2	4315	14.42567178
USP16	4316	14.41959176
SDHAP3	4317	14.41939229
