gene	RTS
LOC101929634	0.002481449
LINC01711	0.0024801
LINC01671	0.002474769
LINC00316	0.002473132
ELF4	0.002472886
FAM78A	0.00247264
IFITM4P	0.002472005
EPN2	0.002466731
SPRR2A	0.00246605
GUCY2GP	0.002465582
LAMA5	0.002464682
LINC00706	0.002462405
EFEMP1	0.002460506
MTMR7	0.002459456
LINC01214	0.002457022
LINC00867	0.002455457
SLC7A5	0.002454483
LPA	0.002453461
TMEM229A	0.002452729
LINC01611	0.002451594
OPN5	0.002448033
DEFA10P	0.00244302
MAOA	0.002442771
MEFV	0.002442573
TAAR9	0.002442293
HBA2	0.002441715
CLVS1	0.002441559
CLC	0.002441459
MAP3K21	0.002439682
LAMP3	0.002438
ZCCHC18	0.002437117
ALDOB	0.002436499
RDH8	0.002435758
PAGE4	0.002435465
IRAK3	0.002434553
GABRE	0.002430044
MYLK	0.002429016
MTNR1B	0.002428826
FRMD4B	0.002427489
BTG2	0.002425568
GFRA4	0.002423902
PDE7B	0.002423679
FBXL14	0.002420961
SLC22A7	0.002420451
LINC00514	0.002418886
WBSCR17	0.002415092
EPB42	0.002415061
LINC00540	0.002412337
FOXN1	0.002411547
LRRC37A11P	0.002410596
PLA2G2A	0.00240997
HS1BP3	0.002408781
TANC1	0.002407446
N4BP3	0.002407374
CASKIN1	0.002406729
CLMN	0.002405359
TSPAN2	0.002404681
GPR37	0.002404321
TMEM246-AS1	0.002403583
IL17A	0.002403252
SERPINE2	0.002399694
ETNPPL	0.002397604
MOGAT2	0.002396618
CMKLR1	0.002396585
INHBA	0.002395789
MKLN1	0.002395273
RARA	0.002394515
RBAK-RBAKDN	0.002393256
HSD11B2	0.002392696
GIPC3	0.002392016
KRT6A	0.002391276
CAMK2N2	0.002390008
HIST1H2AJ	0.002389488
G6PC	0.002389069
MAP3K15	0.002384898
NPDC1	0.002383378
IL22RA1	0.002382881
DOK6	0.002382559
LINC01501	0.002382363
GLRA2	0.002378442
MIR133B	0.002376864
DLEC1	0.002376447
TM6SF1	0.002375312
HLA-DPB1	0.002375247
C2orf54	0.002374967
ARVCF	0.002373574
LYNX1	0.002373463
LINC00282	0.002373012
LOC101927284	0.002372925
FAM65C	0.002370514
LINC01648	0.002370383
MIR20B	0.00236789
PPP1R2P9	0.002367709
AARD	0.00236681
PEX10	0.002366606
OR9K2	0.002365766
DUSP27	0.0023654
ACKR3	0.002364471
LOC102724265	0.002361167
ZNF574	0.002360864
SLC45A2	0.002358363
DNAI2	0.002357285
PXDC1	0.002353612
ZNF133	0.002351182
COL1A2	0.002349783
MIR19B2	0.002349639
VMO1	0.002348768
FHL1	0.002348252
LCN8	0.002346551
PRKCH	0.002345753
OSM	0.002345749
DOCK8	0.002343025
FETUB	0.002342134
YPEL4	0.002341659
PDZRN4	0.002340964
HSF2	0.002340229
SYNE1	0.002338774
BSPRY	0.002335313
DCUN1D5	0.002334986
VSTM4	0.002334667
MIR1273E	0.002334308
MIR363	0.002330688
GPR176	0.002330536
IGFBP2	0.002330157
COL6A2	0.002330039
ROBO1	0.00232869
MIR92A2	0.00232774
ATP8B1	0.002326867
AMOTL2	0.002326402
NUDT14	0.002325189
FBLN7	0.002324523
OR4F15	0.002321222
EGF	0.002320876
ATG4A	0.002320847
CASQ2	0.002320711
TGM4	0.002319128
LOC101929439	0.002317899
SLC4A8	0.002316566
REREP3	0.002314402
MIR124-2	0.002313928
HIST1H3H	0.002311187
IGSF3	0.00231037
ANKUB1	0.002309614
GPR39	0.00230888
TSPAN4	0.002308158
GSE1	0.002307666
ZACN	0.002306917
ARHGEF9	0.002304995
BEX2	0.002304638
TRIM2	0.002304257
CXCL1	0.002300966
LINC01280	0.002299727
C3orf18	0.002298049
CFAP45	0.002294548
ACSBG2	0.002292416
FBLL1	0.002292381
FGD1	0.0022906
MIR4734	0.002290513
SLFN14	0.00228868
PRR35	0.002285021
AHSG	0.00228477
HLA-DRA	0.0022844
ANO9	0.002283652
NRDC	0.002280618
LINC01531	0.002279986
DKFZP434H168	0.002279943
SERPINA4	0.002276665
TNFRSF18	0.002274398
R3HDML	0.002274197
COX6B2	0.002273693
F9	0.002273406
KIAA0895	0.00227212
HIST1H2BL	0.002271998
DPEP1	0.002270898
TBC1D12	0.002269164
AARS2	0.002263763
LINC01517	0.002258818
DOCK6	0.002256676
CCDC39	0.0022557
CPE	0.002252938
MTUS1	0.002248904
MAATS1	0.002248848
SLC22A9	0.002246878
HIST1H2AI	0.002246796
CST5	0.002245684
LOC441204	0.002243901
GCG	0.002242171
LOC101929544	0.002241771
REM1	0.002237405
RAB9A	0.002236911
PRKCQ	0.002236792
CYP3A43	0.002235939
LOC729870	0.00223473
TRIM44	0.002234626
MIER3	0.002234067
UNC5B-AS1	0.00223159
ADGRL2	0.002230779
AKAP12	0.002230082
LOC101927606	0.002227719
LRRC56	0.002224925
UNC93A	0.002224191
PSMD14	0.002222616
MPHOSPH6	0.002222588
CCR7	0.002222445
AIRE	0.002221943
SH2D5	0.002221759
BCAS1	0.002219006
MOCOS	0.002218373
CMTM7	0.002217866
KCNH7	0.002217521
LOC254896	0.002217467
LRRC36	0.002216971
UCN3	0.002214345
SSTR3	0.002213203
RXFP2	0.00221135
LINC01728	0.002210673
SIGLECL1	0.002207788
GDAP1	0.002206857
HORMAD2	0.002206768
HPSE	0.00220274
STXBP2	0.002199496
GCAT	0.002197424
DIRAS1	0.002196484
SUN3	0.002194759
FRMD6	0.002193495
SEMG1	0.002192951
TMEM246	0.002190332
MSL3	0.002188512
SLC16A10	0.002188218
OR12D2	0.002187708
GRK5	0.002187169
GRK3	0.00218595
RGMB-AS1	0.002184773
CDS1	0.002184456
BOLL	0.002183739
TAS1R1	0.002183224
RPP25	0.002182931
CDKN2A-AS1	0.002182326
ROR1	0.00217925
PICSAR	0.002178253
LOC101928160	0.0021751
LOC100288181	0.002174011
OLFM4	0.002172991
LOC101927768	0.002172076
IP6K3	0.002170891
LINC01007	0.002170795
C20orf197	0.002170628
FABP1	0.002169344
OR11A1	0.002169311
LRIT1	0.002168816
LOC101929294	0.002168285
GABRP	0.002166992
LOC653602	0.002164813
LINC00485	0.002164288
MIR4293	0.002162726
LINCMD1	0.002162334
ADAP1	0.002159667
ST8SIA1	0.002158133
ACSF3	0.002156987
LOC401324	0.002151468
SH3RF1	0.002150152
MIR6722	0.002149983
KYNU	0.002146938
LEMD1-AS1	0.002146231
EPHA5-AS1	0.002145192
ICAM1	0.002141205
TTC9B	0.002140973
MICAL2	0.002140737
SFRP4	0.002136249
MAGED1	0.002135757
GREM2	0.002132919
DDX52	0.002131472
TSACC	0.002131171
ITK	0.002130832
CELF6	0.002128129
SH3PXD2A	0.002126871
COL18A1-AS1	0.002126045
NPSR1	0.002125925
RBPMS-AS1	0.002123241
HRASLS5	0.002122123
KRTAP5-1	0.002122028
CTTNBP2	0.002121061
FAM71F1	0.002119342
RNF152	0.002115383
ROBO2	0.002111746
ABCC9	0.002111579
SDSL	0.00211058
TCEAL8	0.002110081
FGF13-AS1	0.002104064
LOC100506178	0.002103151
ARHGEF6	0.002101461
COL6A6	0.002100473
OTOS	0.002099936
SMIM24	0.002098213
KRT16	0.002097126
NTN3	0.00209678
PARK2	0.002094763
CHTF18	0.002093428
SYNPR-AS1	0.002090493
CPN2	0.002090188
FOXS1	0.002089465
LOC340512	0.002089244
IL33	0.002087474
ZEB1	0.002086777
CDC42BPA	0.002083115
PPP1R3E	0.002082768
TMEM56-RWDD3	0.002082425
PRSS3P2	0.002081408
SPSB1	0.002081365
LRFN5	0.002080799
LINC00434	0.002077273
LINC01455	0.002074913
TMEM249	0.002074113
TOP1MT	0.002072638
XK	0.002070915
LOC338797	0.002070184
LOC285692	0.002066925
FAM222A-AS1	0.002066462
BVES	0.002064576
Sep-10	0.002061876
CCDC160	0.00206051
ARHGDIG	0.002059726
CCL1	0.002059483
ZNF608	0.002059363
LINC00359	0.002056174
OR1J1	0.00205563
BCL3	0.00205393
CTXN2	0.00205382
VSIG8	0.002053642
SLC9A6	0.002052719
SIGLEC12	0.002052571
RASGRP4	0.002050877
LCN15	0.002050854
C1orf186	0.002049894
LINC00160	0.002049846
Sep-08	0.002047744
LOC100996263	0.002044625
SBK1	0.002041349
LINC01018	0.002039972
USH2A	0.002039119
C1orf194	0.002036226
EMID1	0.002035693
LINC01426	0.002035533
LINC01182	0.002035512
NLGN4X	0.002035119
MYEOV	0.00203426
RTP2	0.002033906
SLC2A10	0.002032707
SEC14L1	0.002030756
TMTC1	0.002030553
SGIP1	0.002024787
CABLES1	0.002024777
LINC01392	0.002023907
CYP7B1	0.002023509
CCDC129	0.002020713
P2RX3	0.002016273
ZDHHC8P1	0.002015525
BEND6	0.002013563
ENPP1	0.002013326
CLPS	0.002011145
PTGER3	0.00200842
ARHGEF26	0.002008048
NR0B1	0.002007255
LOC102724053	0.002006583
MUC3A	0.002006048
ITGA2	0.00200507
NUAK2	0.002003904
SASH1	0.002003122
LOC158434	0.002002838
FILIP1	0.00199959
CEACAM8	0.001995687
SMCR2	0.001994184
MORF4L2	0.00199162
B4GALNT4	0.00199111
SYN1	0.001988947
LINC00322	0.001987357
LOC339539	0.001983297
INTS6L	0.001983005
CYP11B1	0.001981869
FBXO41	0.001980928
SYNE2	0.001980553
SATB1	0.001977524
KRTAP9-6	0.001977256
OTUD7A	0.001976557
ST6GALNAC5	0.001976164
BHMT	0.001975915
C1orf145	0.001974118
IQCA1	0.001973914
MAP3K13	0.001972597
NXNL1	0.001972478
TLL1	0.001970449
MIR6080	0.001970069
SERPINA9	0.001970047
CCDC13	0.001969206
PTGIR	0.001968659
CSF3R	0.001967425
UMOD	0.001966841
MBP	0.001965202
LCN1	0.001964578
PTPRM	0.001963729
P3H2	0.001963248
CECR7	0.001962896
DNAH17-AS1	0.001961733
MIR217HG	0.001960364
EVL	0.001959923
HCG22	0.00195777
SLC22A6	0.001955855
EPHX2	0.001953842
ENPEP	0.001953507
IL7	0.001952051
MIR483	0.00195159
LOC101929420	0.001951583
CFAP52	0.001949686
HIST1H2AE	0.001941929
PLCD1	0.00194176
LOC105373519	0.00194129
EDNRA	0.001941263
MIR205HG	0.001940787
IGF1R	0.001940772
APBB1IP	0.001940578
IQGAP2	0.00193742
ALDH3B2	0.001936997
AFDN-AS1	0.001934617
HIST1H2BM	0.001934201
PTPRU	0.001932969
LINC01523	0.001932108
PRDM2	0.001932106
MGLL	0.001929514
GLIPR2	0.001928358
XRN2	0.00192807
LOC101929745	0.001927176
SLC35F4	0.001924751
SPIB	0.001924436
KIF25	0.001923252
CASC16	0.001921406
GNGT2	0.001921234
DMPK	0.001920449
CDCA7	0.00192041
SLC9A3R2	0.001920068
MYBPH	0.001918648
MFSD7	0.001918039
HIST1H1B	0.001917306
C20orf203	0.001916268
PI3	0.001916135
RHOJ	0.001915144
CMTM8	0.001914728
MEST	0.001914092
BMPR1A	0.001913838
COCH	0.001913435
C1orf159	0.001911886
SLC28A1	0.00191164
SCOC-AS1	0.001911433
LOC105374060	0.001910175
MEF2C	0.001908206
LOC105372444	0.00190624
ABCB5	0.001905929
CALB1	0.001904722
TMSB4X	0.001904183
VPS37D	0.001904144
SEMA3F	0.001903588
CLEC9A	0.001903537
KRT80	0.001902503
LRRC75A	0.001902071
ARHGAP39	0.001900954
ANK2	0.001898273
SH2D4A	0.001896478
ARV1	0.001894714
TRHDE	0.001894441
LINC01420	0.001892242
DNM3	0.001892149
FAM129C	0.001890221
NLRP11	0.001889804
LINC00693	0.001888624
CCDC63	0.001887871
HCG16	0.001887866
KIAA1211	0.001887235
C2orf48	0.001886227
KRT23	0.001884254
NODAL	0.001882944
KIR2DL4	0.001879446
SYNPO2	0.001878417
CCDC110	0.0018783
SLC44A1	0.001876924
RPGRIP1	0.001876755
KRT12	0.001876012
BCAP31	0.001875963
TGM3	0.001873326
MAP7D3	0.001871012
MX2	0.001870709
GPR35	0.001870012
SPDL1	0.001869928
HCG24	0.001868372
SMC1B	0.001868349
CLDN7	0.001866327
KRBOX4	0.001864704
PRPS2	0.001863561
FAM159B	0.001863287
GRM1	0.001863178
SFTPA1	0.001862458
ANKRD35	0.001860836
MIR424	0.001860142
KIAA1755	0.001859643
MIR4287	0.001858166
FRRS1L	0.00185603
FAM111B	0.001853259
KCNB2	0.001851897
CCDC166	0.00184966
CATSPER4	0.00184806
PERP	0.00184773
CHRNB1	0.001847267
HIST1H2BG	0.001846706
TEX11	0.001845476
LINC01657	0.001845449
LOC105375512	0.001844908
SPATA16	0.00184397
DEFB128	0.001840247
SNX29	0.0018395
KRT39	0.001838024
CMSS1	0.001837728
LOC340357	0.001835001
TRHDE-AS1	0.00183436
ASPA	0.001833902
CD3D	0.001832193
HHLA1	0.001824919
NCALD	0.001824227
ITGAM	0.001824225
FKBP1A-SDCBP2	0.001824054
MAL2	0.001823533
C11orf63	0.001823531
TXLNG	0.001822678
AWAT2	0.001821385
SLC4A5	0.001820716
BDKRB2	0.001820462
LINC01522	0.001819307
LINC01785	0.001818721
GPR83	0.001818565
S1PR3	0.001817961
LOC101927641	0.001816928
DEFB119	0.001815789
MIR4683	0.001815466
LOC400548	0.001815021
RFX6	0.001813779
FGR	0.001813765
ZSCAN10	0.001812977
LPL	0.001812212
CLEC2L	0.001812052
OR9Q1	0.001811256
LINC01022	0.001810081
SGCB	0.001809668
PCDHAC1	0.001808647
PLA2G4E-AS1	0.001808336
SLCO5A1	0.001806961
CNMD	0.001806739
SLC16A3	0.001806709
PON1	0.001806597
FAM189A2	0.001806588
LOC101929705	0.001805279
FILIP1L	0.001804884
KCNC2	0.001803617
B3GNT6	0.001803139
DNAH3	0.001801899
MIR34AHG	0.0018016
MRAS	0.001799962
SH3BP4	0.00179992
GNB1L	0.001798095
SPP1	0.00179703
CDH20	0.001794538
LOC340074	0.00179423
MIRLET7BHG	0.001792221
BCL2L11	0.001792104
PRICKLE2-AS1	0.001792002
VANGL2	0.001789597
SLC13A4	0.001789343
ACTL9	0.00178877
WDR63	0.001786801
MIR596	0.00178627
PDRG1	0.001783214
RFTN1	0.001782761
KCNE5	0.001781925
P2RY6	0.001781331
ASAP2	0.001781279
HSD11B1	0.001781233
SEPT4-AS1	0.001779551
FAM92B	0.001779504
ITPKB	0.001779305
TBC1D9	0.001777659
IGSF11	0.001777145
OBP2A	0.001776935
TMC8	0.001776778
GLTPD2	0.001776134
LINC00624	0.001775699
PAPSS2	0.001775124
C9orf47	0.001775101
SLC9A7	0.001774069
AP3B2	0.00177369
BEND7	0.001773594
MRGPRX2	0.001773159
MARVELD3	0.00177226
SDS	0.001770331
PIN4	0.001770237
OR56A1	0.001770097
IGLL1	0.00176953
KRT33B	0.001768292
ARMC4P1	0.001767684
SCGB1B2P	0.001766783
INTU	0.00176607
NECAB1	0.001765856
PRRG1	0.001764937
MYO16	0.001764727
HTR1E	0.0017641
RIPPLY2	0.00176171
RGN	0.001760989
RIMS1	0.001760958
IL18RAP	0.001760212
WWTR1-AS1	0.001760114
HFE2	0.001759582
UGT1A8	0.001757908
CHST11	0.001757842
UGT1A10	0.001757835
CLEC3B	0.001756934
STMND1	0.001756502
PSMB2	0.001754548
LOC100506406	0.001753096
QPCT	0.001753009
SPATA13	0.00175206
DDX25	0.001751014
LOC101928748	0.00175084
RNF175	0.001750305
MIR6846	0.001749987
CCDC57	0.001747641
LEUTX	0.001747149
B3GALT5	0.001747051
ATRNL1	0.001744944
CD48	0.001743873
C5orf49	0.001743867
LOC100420587	0.00174249
OR2W1	0.001742256
EWSAT1	0.001742111
LINC01510	0.001741959
IL12RB1	0.001741723
FBRS	0.001740564
FKBP6	0.001736805
IL26	0.001736335
HIST1H3G	0.001735517
RIN3	0.00173551
PPP1R3G	0.001735495
SNCAIP	0.001734395
FAM198A	0.001733957
LINC01770	0.001733702
TMCO5A	0.001732674
TF	0.001732352
DENND2C	0.001732169
LCP1	0.001731879
TMSB15B	0.001731509
PYCR1	0.001729729
CEP72	0.001727992
XG	0.001727578
ADAMTS5	0.001727134
NMNAT3	0.001726571
TINAGL1	0.001726304
SLC5A8	0.001725654
FOXK1	0.001725251
F3	0.001725123
SEMA7A	0.001723939
CUEDC1	0.00172266
FBXO27	0.001720816
DAPK2	0.001719451
COL14A1	0.001719171
AVPR2	0.001719162
ACSL4	0.001718574
UBAC1	0.001718118
TTC29	0.001717945
TNS1	0.001716288
TOR4A	0.001716086
PLXND1	0.001715965
CATSPERG	0.001714556
ATP1B2	0.001714172
MIR503	0.001713515
CSTF2	0.001711441
LINC01291	0.001711099
MIR3907	0.001710543
PCSK5	0.001708899
PRELP	0.001707307
LINC01429	0.001707301
UBE2E2-AS1	0.001707055
C1orf204	0.001706116
PF4V1	0.001706032
APOB	0.001705938
CLDN3	0.001705466
C9orf170	0.001704815
LINC00963	0.001703007
DPPA5	0.001702841
DEFA5	0.001702763
TRAPPC5	0.001701475
UGT1A9	0.001701431
SERINC2	0.001701269
SLC22A17	0.001699985
C2orf91	0.001699546
RBAKDN	0.001698458
Sep-04	0.00169838
ISG15	0.001696356
TMEM130	0.001694919
ITIH6	0.001694566
LINC01015	0.00169364
SPERT	0.001691555
PIK3R6	0.00168948
GRID2	0.001689465
C19orf45	0.001689144
THOC6	0.001686988
FGFR1	0.00168666
LINC00442	0.001686455
VAV1	0.001686256
MEOX2	0.001686183
TBXAS1	0.001685587
NT5E	0.001685479
BPIFA2	0.001685
LGALS3	0.001684716
MIR552	0.001682122
ULBP3	0.001681873
VSIG4	0.001680869
WFDC8	0.001679996
CLDN5	0.001679931
KLF8	0.001679701
UGT1A7	0.001679577
FAM155A	0.001679166
CHRNA3	0.001678948
ANPEP	0.001677006
ITIH3	0.00167602
CCDC167	0.001675071
LINC00116	0.001674791
GPR149	0.001673678
EPHA7	0.001673167
MSL3P1	0.001672079
LBH	0.001671452
LOC284294	0.001669604
CYBRD1	0.00166936
TBC1D10C	0.001669033
FAM181A	0.00166878
ZRANB2-AS1	0.001668378
CCR5	0.001668342
XLOC_008559	0.001666454
C20orf78	0.00166381
C2CD4C	0.0016627
CDCA7L	0.001662241
LOC100132078	0.001661578
FIRRE	0.001658755
RAET1E	0.001657676
COLCA2	0.0016574
LOC101927924	0.001655624
ERAS	0.001654849
IQCF3	0.001654723
OGFOD3	0.00165405
SIGLEC14	0.001653742
MESTIT1	0.00165333
DPP10	0.001653107
SHD	0.001652708
LOC100422212	0.001652555
ADAM7	0.001652472
JSRP1	0.001651674
COL6A5	0.00165084
SMC1A	0.001650711
NDUFA5	0.001650312
PTPRR	0.001649972
RIPPLY3	0.001648242
HS6ST2-AS1	0.001647539
PKIB	0.001646648
LINC00536	0.001645247
FGF6	0.001644604
CLCNKB	0.001644078
LPIN3	0.001643044
MAD1L1	0.001643041
PDE6C	0.001642935
ANK3	0.001642002
LOC101929340	0.001641577
LOC101929697	0.001641462
LYPD6	0.001641072
CSF1	0.001640011
MATN3	0.00163931
SLITRK1	0.001637612
CNTD2	0.001637312
TNF	0.001636756
DUSP2	0.001636109
TAAR5	0.001636025
DCLK3	0.00163556
SIGLEC17P	0.001634864
LOXL1	0.00163485
MIR4330	0.001633489
KRT37	0.001633405
STXBP5L	0.001633396
PPP1R9A	0.001632229
FKBP1A	0.001632147
LRRC20	0.001630994
SMYD2	0.001630223
MYO10	0.001628751
ADM2	0.001627446
THEG	0.001627329
TRPM4	0.001626953
SAPCD2	0.0016267
MFSD6L	0.001624861
SYDE2	0.00162142
RGSL1	0.00162103
TMEM181	0.001620993
CLU	0.00161696
MLLT10	0.001616489
GAS1RR	0.001616465
FGF14-IT1	0.001616249
MKI67	0.001616049
DTX4	0.001614256
FGF10-AS1	0.001613422
SYT10	0.001613347
CKM	0.001612482
TACC3	0.001612387
SLC27A2	0.001611315
LOC284241	0.00161054
MIR3945HG	0.001608644
SLC7A4	0.001607515
MROH2A	0.00160727
LOC149684	0.001607103
LINC00200	0.001606475
ATG5	0.001605255
MALL	0.001605022
ACOXL-AS1	0.001604575
TTYH2	0.001604529
PAWR	0.001602502
TOX3	0.001602464
C14orf37	0.001602133
FHL5	0.001601973
SRXN1	0.001601834
BTN1A1	0.001601787
LINC01317	0.001601197
RGS7	0.001600351
CSF1R	0.001600094
NELL2	0.001599964
LOC101929464	0.001598625
FLJ16171	0.001598486
SYNM	0.001598198
NR4A1	0.001598156
AVPR1B	0.00159724
PYGO1	0.001595072
DNAJC5G	0.001593688
CTU1	0.00159268
MRAP2	0.001592339
LOC200726	0.001590756
FANK1	0.001590113
ARHGAP30	0.001589467
MAP1A	0.001587583
COL6A4P1	0.001587461
FAF1	0.001587347
UGT3A2	0.001585871
EFCAB3	0.001585582
ADGRL3	0.001584681
UGT1A6	0.001582658
ERVMER34-1	0.001581788
TRPM6	0.00158139
UGT8	0.001579832
FSTL1	0.001578664
LOC285593	0.001577645
COLCA1	0.001577302
NANOS3	0.001576924
WFS1	0.001576638
CNKSR2	0.001576552
DGKZ	0.001575636
LOC100507389	0.00157531
ELOVL3	0.001575306
CRYBB2	0.001573904
XAGE5	0.001572653
AMER1	0.001572409
PALM3	0.001571343
MELTF	0.001571189
C8orf34-AS1	0.001570946
LINC01506	0.001570671
C8orf34	0.001569132
RAB20	0.001568908
KCNN2	0.001567019
SCUBE2	0.001566863
TLE3	0.001566793
PCDHAC2	0.001565039
MAST3	0.001564798
CASC15	0.001564429
TMEM98	0.001563525
MIR4477B	0.001563175
CSRP2	0.001562707
MIR6869	0.00156261
CDSN	0.001562289
MIR9-2	0.001561934
NCAM1-AS1	0.001561567
TMEM202	0.001561528
RCAN3AS	0.001561069
C3	0.001560291
FMNL2	0.001560034
GALNT10	0.001558601
CDCP1	0.001558575
C9orf24	0.001558002
FAM150B	0.00155721
TTC39A	0.001557198
C10orf90	0.001556929
BCAR3	0.001556928
LINC01043	0.001554708
CYP4F3	0.001554519
XKRX	0.001553634
LOC105376360	0.001553319
MSN	0.001552943
C6orf223	0.001551965
TPRXL	0.001550957
ZNF385C	0.001550643
KRT18P55	0.001550565
UPK1A	0.001550503
LOC101929151	0.001549891
HTR1F	0.00154972
MCHR2	0.001549717
LOC101927914	0.001548678
RMST	0.001547377
ADGRB3	0.001546787
NXN	0.001546396
RBMS3	0.001545532
LINC01072	0.001544834
IL15RA	0.001544553
SDR16C5	0.001544223
C1QTNF5	0.001543824
MFRP	0.001543824
FLRT1	0.00154377
PHYHIP	0.001543638
RBFOX2	0.001543169
GPRC5A	0.001542785
DEFB127	0.001542505
AQP6	0.001541429
SLC17A8	0.00154111
TCF4	0.001540643
P2RX5-TAX1BP3	0.001539961
CLVS2	0.001539258
MAB21L2	0.001539013
LINC01363	0.001537909
KRTDAP	0.001537736
SOD3	0.001537371
ZNF663P	0.00153656
MIR548AI	0.001534221
ST6GAL2	0.001534166
P2RX5	0.001533639
PKHD1L1	0.001533526
CLCN1	0.001533492
LYSMD3	0.001532775
CHST4	0.001532402
LOC389033	0.001532269
EVADR	0.001531636
MIR219A1	0.001529509
FAM87A	0.001529083
STON1-GTF2A1L	0.001528342
NETO1	0.00152822
MYCNOS	0.001527852
DENND2A	0.001527465
UGT1A5	0.00152729
TC2N	0.001526073
ALPK2	0.001525964
KDR	0.001525588
GUCY1B2	0.001524264
ZFPM2	0.001523025
MIR5694	0.001522753
SLC16A9	0.001522288
FREM2	0.00152219
LOC101927447	0.001522143
TMEM51	0.001521773
PTPRB	0.001521666
CXXC1P1	0.001521644
NUP62CL	0.001521079
MED14OS	0.001520628
USP26	0.001520603
CXXC5	0.001520011
PIP5KL1	0.001519875
CCNJL	0.001519835
LINC00841	0.001519585
BAHD1	0.001518853
MAT1A	0.001516893
LOC100129345	0.001516844
SUN5	0.001516748
SALL2	0.001516438
CNFN	0.001514955
GPNMB	0.001514615
LOC100506747	0.0015142
PARD6G	0.00151306
ITPRIPL1	0.001512881
KRTAP29-1	0.001512689
CYP1A1	0.001512595
YWHAEP7	0.001512478
MIR3927	0.001512298
BTBD16	0.001511994
WBSCR28	0.001511658
TMEM252	0.001511403
DOK5	0.001509402
SDPR	0.001508731
SLC46A2	0.001508319
SPESP1	0.001508033
E2F8	0.001507025
BMPR1B-AS1	0.001506556
DNAJC6	0.001506409
SOX5	0.001505422
TJP3	0.001505105
SYNE3	0.001505013
PROM2	0.001504571
ZNF516	0.001503985
MYCN	0.001502924
TRIOBP	0.001502448
ENAH	0.001502347
KCNE1B	0.001502303
P2RY2	0.001502156
CDH11	0.001501699
C12orf42	0.001501037
RGR	0.001500942
ZYG11A	0.001500357
CXorf38	0.00149949
GRIA2	0.001498986
LILRB3	0.001498013
MIR935	0.001497335
CTLA4	0.001497124
HCFC1	0.001496817
MAPK15	0.001495861
DLEU7	0.001495852
OPALIN	0.001494683
CFTR	0.001493325
PTCHD4	0.001493176
BPESC1	0.001492591
OR1N1	0.001492513
LOC407835	0.001491457
LOC101928303	0.001491079
SH3GL3	0.001491006
LCE2D	0.001490987
PNLIPRP2	0.00149097
FBLN5	0.001490926
LDLRAD1	0.001489323
TAGAP	0.001489289
ALOX15P1	0.001488062
PLA2R1	0.001487047
CDHR5	0.001486544
CACNB2	0.001486269
ENKUR	0.001484709
C19orf35	0.001484587
KIAA0319	0.001484487
TPBG	0.001484351
IFFO2	0.00148427
SYCE1	0.001484115
MTCL1	0.001483894
DHX58	0.001483786
IGF2R	0.001483559
MIR5571	0.001482716
LRP1B	0.001482416
OR4F6	0.001482252
BEND2	0.001482118
LOC101928796	0.001481966
ABHD6	0.00148162
CSGALNACT1	0.001481063
PLCXD3	0.00148057
LINC01169	0.00148048
JAZF1	0.001479248
LOC101928075	0.001477695
TMEM235	0.001477237
RGS17	0.001477009
SLC14A2-AS1	0.00147699
BICC1	0.00147675
CCDC113	0.00147672
OPRM1	0.00147633
P2RY4	0.001474763
SNHG20	0.001474725
ABCA13	0.001473758
DYTN	0.001473388
PYY2	0.00147271
C2orf40	0.001472333
MIR6814	0.001472269
PIK3R3	0.001472164
LRRC74A	0.001472098
LOC105371458	0.001471628
SAMD14	0.001471229
GFOD1	0.001470729
LINC00658	0.001469354
LINC01151	0.001468536
BTNL2	0.001468118
XAGE3	0.001467614
CRACR2B	0.001466204
RIMS3	0.001466189
CSPG5	0.001464504
LOC105374428	0.001463656
TMEM106C	0.001463501
OR10AD1	0.001462609
LINC00111	0.001461783
IGFBP7	0.001460983
FCRL5	0.001460504
MYH13	0.001459248
SLC30A10	0.00145781
LOC100131047	0.001457738
NBPF13P	0.001457191
LINC01395	0.001456328
MS4A10	0.001455894
MAJIN	0.00145374
LMOD1	0.001451898
OAS2	0.001450529
CYP2S1	0.001449571
STARD3	0.001448213
LOC101928009	0.001448075
NHS-AS1	0.001446131
LOC101929563	0.001445723
RIPPLY1	0.001445419
SCML2	0.001445176
LHCGR	0.001444818
HAPLN1	0.001443748
CLDN11	0.001443419
HTR5A-AS1	0.001443349
LOC101929095	0.001442713
SLC7A2	0.001442285
MATN2	0.001442114
ADAMTS19	0.001441632
SPRR4	0.001440618
SNRPD2P2	0.001440452
PLEKHA2	0.001440008
CYP3A4	0.001439928
PHKA2-AS1	0.001439265
LOC101930010	0.001438923
SNX10	0.001438725
TMC3-AS1	0.001438618
OXR1	0.001437419
FAM201A	0.001435501
AMZ2	0.001435318
CD300C	0.001434713
LOC105371703	0.00143471
RBM41	0.001434707
LOC100422737	0.00143448
LINC00163	0.001434148
C1orf106	0.001434098
C5orf47	0.001433694
ISM2	0.001432732
DOCK1	0.001432727
MAK	0.001431973
LINC01140	0.001431178
NIM1K	0.001431059
EDIL3	0.001430789
PLEKHS1	0.001430739
MAGI2-AS3	0.001430597
SPRR2D	0.001430565
KIAA1257	0.001429483
H2BFWT	0.001429204
MIR548AG2	0.00142906
GPAT3	0.001428583
GSDMA	0.001427733
